//====================================================================================================================================
//Skill File [Season 6]
//DaRKav Revision [October 22,2010]
//====================================================================================================================================
//ID		=	Id number of the skill
//Name		=	Name of the skill
//rLevel	=	Required Level to use the skill
//Damage	=	Maximum damage caused by skill
//Mana		=	Mana usage when skill used
//BP		=	Agility Gauge Usage (Requirement)
//Dist		=	Distance of the skill
//Delay		=	[NOT USED ON SERVER] Delay between skill hits
//rEnergy	=	Required Energy on character
//rLeader	=	Required Command on character
//Resist	=	Add extra damage: ICE 0, POISON 1, LIGHTNING 2, FIRE 3, EARTH 4, WIND 5, WATER 6, NONE -1
//Type		=	Attack Type (True = Magic Dmg Send, False = regular DMG send) 
//UseType	=	Do not check skill usage status: 0, 4(Masters)
//Brand		=	[NOT USED ON SERVER] Brand of the skill 
//Count		=	Any number above 0 means the skill is passive (no dmg caused)
//Status1	=	1 = do not check skill status if user is Guild Master
//Status2	=	1 = do not check skill status if user is Guild Assistant
//Status3	=	1 = do not check skill status if user is Guild Battle Master
//====================================================================================================================================
//ID	Name				rLevel	Damage	Mana	BP	Dist	Delay	rEnergy	rLeader	Resist	Type	UseType	Brand	Count	Status1	Status2	Status3	DWSM	DKBK	EME	MG	DL	SUM	RF
395	"Increase max damage"		1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
396	"Increase max damage"		2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
397	"Increase max damage"		3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
398	"Increase max damage"		4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
399	"Increase max damage"		5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
400	"Increase min damage"		1	8	0	0	0	0	0	0	-1	-1	3	143	0	0	0	0	3	3	3	3	3	3	3
401	"Increase min damage"		2	16	0	0	0	0	0	0	-1	-1	3	144	0	0	0	0	3	3	3	3	3	3	3
402	"Increase min damage"		3	24	0	0	0	0	0	0	-1	-1	3	145	0	0	0	0	3	3	3	3	3	3	3
403	"Increase min damage"		4	32	0	0	0	0	0	0	-1	-1	3	146	0	0	0	0	3	3	3	3	3	3	3
404	"Increase min damage"		5	40	0	0	0	0	0	0	-1	-1	3	147	0	0	0	0	3	3	3	3	3	3	3
405	"Increase mana reduction"	1	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
406	"Increase mana reduction"	2	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
407	"Increase mana reduction"	3	15	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
408	"Increase mana reduction"	4	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
409	"Increase mana reduction"	5	25	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
410	"Increase maximum skill power"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
411	"Increase maximum skill power"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
412	"Increase maximum skill power"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
413	"Increase maximum skill power"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
414	"Increase maximum skill power"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
415	"Increase minimum skill power"	1	8	0	0	0	0	0	0	-1	-1	3	158	0	0	0	0	3	3	3	3	3	3	3
416	"Increase minimum skill power"	2	16	0	0	0	0	0	0	-1	-1	3	159	0	0	0	0	3	3	3	3	3	3	3
417	"Increase minimum skill power"	3	24	0	0	0	0	0	0	-1	-1	3	160	0	0	0	0	3	3	3	3	3	3	3
418	"Increase minimum skill power"	4	32	0	0	0	0	0	0	-1	-1	3	161	0	0	0	0	3	3	3	3	3	3	3
419	"Increase minimum skill power"	5	40	0	0	0	0	0	0	-1	-1	3	162	0	0	0	0	3	3	3	3	3	3	3
420	"Decrease pet durability wane"	1	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
421	"Decrease pet durability wane"	2	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
422	"Decrease pet durability wane"	3	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
423	"Decrease pet durability wane"	4	400	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
424	"Decrease pet durability wane"	5	500	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
425	"Increase max kill dmg power"	1	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
426	"Increase max kill dmg power"	2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
427	"Increase max kill dmg power"	3	30	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
428	"Increase max kill dmg power"	4	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
429	"Increase max kill dmg power"	5	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
430	"Increase min kill dmg power"	1	8	0	0	0	0	0	0	-1	-1	3	173	0	0	0	0	3	3	3	3	3	3	3
431	"Increase min kill dmg power"	2	16	0	0	0	0	0	0	-1	-1	3	174	0	0	0	0	3	3	3	3	3	3	3
432	"Increase min kill dmg power"	3	24	0	0	0	0	0	0	-1	-1	3	175	0	0	0	0	3	3	3	3	3	3	3
433	"Increase min kill dmg power"	4	32	0	0	0	0	0	0	-1	-1	3	176	0	0	0	0	3	3	3	3	3	3	3
434	"Increase min kill dmg power"	5	40	0	0	0	0	0	0	-1	-1	3	177	0	0	0	0	3	3	3	3	3	3	3
435	"Increase Soul Barrier Skill"	1	3	77	24	6	0	126	0	-1	-1	4	16	0	0	0	0	3	3	3	3	3	3	3
436	"Increase Soul Barrier Skill"	2	6	84	26	6	0	126	0	-1	-1	4	179	0	0	0	0	3	3	3	3	3	3	3
437	"Increase Soul Barrier Skill"	3	9	91	28	6	0	126	0	-1	-1	4	180	0	0	0	0	3	3	3	3	3	3	3
438	"Increase Soul Barrier Skill"	4	12	98	30	6	0	126	0	-1	-1	4	181	0	0	0	0	3	3	3	3	3	3	3
439	"Increase Soul Barrier Skill"	5	15	105	33	6	0	126	0	-1	-1	4	182	0	0	0	0	3	3	3	3	3	3	3
440	"Increase Hellfire Skill"	1	135	176	0	0	0	100	0	3	-1	4	10	0	0	0	0	3	3	3	3	3	3	3
441	"Increase Hellfire Skill"	2	150	192	0	0	0	100	0	3	-1	4	184	0	0	0	0	3	3	3	3	3	3	3
442	"Increase Hellfire Skill"	3	165	208	0	0	0	100	0	3	-1	4	185	0	0	0	0	3	3	3	3	3	3	3
443	"Increase Hellfire Skill"	4	180	224	0	0	0	100	0	3	-1	4	186	0	0	0	0	3	3	3	3	3	3	3
444	"Increase Hellfire Skill"	5	195	240	0	0	0	100	0	3	-1	4	187	0	0	0	0	3	3	3	3	3	3	3
445	"Increase Evil Spirits Skill"	1	50	99	0	6	0	100	0	-1	-1	4	9	0	0	0	0	3	3	3	3	3	3	3
446	"Increase Evil Spirits Skill"	2	55	108	0	6	0	100	0	-1	-1	4	189	0	0	0	0	3	3	3	3	3	3	3
447	"Increase Evil Spirits Skill"	3	60	117	0	6	0	100	0	-1	-1	4	190	0	0	0	0	3	3	3	3	3	3	3
448	"Increase Evil Spirits Skill"	4	65	126	0	6	0	100	0	-1	-1	4	191	0	0	0	0	3	3	3	3	3	3	3
449	"Increase Evil Spirits Skill"	5	70	135	0	6	0	100	0	-1	-1	4	192	0	0	0	0	3	3	3	3	3	3	3
450	"Increase Ice skill"		1	85	110	5	6	0	223	0	0	-1	4	39	0	0	0	0	3	3	3	3	3	3	3
451	"Increase Ice skill"		2	90	120	6	6	0	223	0	0	-1	4	194	0	0	0	0	3	3	3	3	3	3	3
452	"Increase Ice skill"		3	95	130	6	6	0	223	0	0	-1	4	195	0	0	0	0	3	3	3	3	3	3	3
453	"Increase Ice skill"		4	100	140	7	6	0	223	0	0	-1	4	196	0	0	0	0	3	3	3	3	3	3	3
454	"Increase Ice skill"		5	105	150	7	6	0	223	0	0	-1	4	197	0	0	0	0	3	3	3	3	3	3	3
455	"Increase Twisting Slash Skill"	1	2	10	10	2	0	0	0	5	-1	4	41	0	0	0	0	3	3	3	3	3	3	3
456	"Increase Twisting Slash Skill"	2	4	10	10	2	0	0	0	5	-1	4	199	0	0	0	0	3	3	3	3	3	3	3
457	"Increase Twisting Slash Skill"	3	6	10	10	2	0	0	0	5	-1	4	200	0	0	0	0	3	3	3	3	3	3	3
458	"Increase Twisting Slash Skill"	4	8	10	10	2	0	0	0	5	-1	4	201	0	0	0	0	3	3	3	3	3	3	3
459	"Increase Twisting Slash Skill"	5	10	10	10	3	0	0	0	5	-1	4	202	0	0	0	0	3	3	3	3	3	3	3
460	"Increase Death Stab Skill"	1	75	15	13	2	0	0	0	5	-1	4	43	0	0	0	0	3	3	3	3	3	3	3
461	"Increase Death Stab Skill"	2	80	15	14	2	0	0	0	5	-1	4	204	0	0	0	0	3	3	3	3	3	3	3
462	"Increase Death Stab Skill"	3	85	15	15	2	0	0	0	5	-1	4	205	0	0	0	0	3	3	3	3	3	3	3
463	"Increase Death Stab Skill"	4	90	15	16	2	0	0	0	5	-1	4	206	0	0	0	0	3	3	3	3	3	3	3
464	"Increase Death Stab Skill"	5	95	15	18	3	0	0	0	5	-1	4	207	0	0	0	0	3	3	3	3	3	3	3
465	"Increase Rageful Blow Skill"	1	65	25	22	3	0	0	0	4	-1	4	42	0	0	0	0	3	3	3	3	3	3	3
466	"Increase Rageful Blow Skill"	2	70	25	24	3	0	0	0	4	-1	4	209	0	0	0	0	3	3	3	3	3	3	3
467	"Increase Rageful Blow Skill"	3	75	25	26	3	0	0	0	4	-1	4	210	0	0	0	0	3	3	3	3	3	3	3
468	"Increase Rageful Blow Skill"	4	80	25	28	3	0	0	0	4	-1	4	211	0	0	0	0	3	3	3	3	3	3	3
469	"Increase Rageful Blow Skill"	5	85	25	30	4	0	0	0	4	-1	4	212	0	0	0	0	3	3	3	3	3	3	3
470	"Increase Fortitude Skill"	1	2	22	26	0	0	0	0	-1	-1	4	48	0	0	0	0	3	3	3	3	3	3	3
471	"Increase Fortitude Skill"	2	4	22	28	0	0	0	0	-1	-1	4	214	0	0	0	0	3	3	3	3	3	3	3
472	"Increase Fortitude Skill"	3	6	22	31	0	0	0	0	-1	-1	4	215	0	0	0	0	3	3	3	3	3	3	3
473	"Increase Fortitude Skill"	4	8	22	33	0	0	0	0	-1	-1	4	216	0	0	0	0	3	3	3	3	3	3	3
474	"Increase Fortitude Skill"	5	10	22	36	0	0	0	0	-1	-1	4	217	0	0	0	0	3	3	3	3	3	3	3
475	"Increase Heal Skill"		1	10	22	0	6	0	100	0	-1	-1	4	26	0	0	0	0	3	3	3	3	3	3	3
476	"Increase Heal Skill"		2	20	24	0	6	0	100	0	-1	-1	4	219	0	0	0	0	3	3	3	3	3	3	3
477	"Increase Heal Skill"		3	30	26	0	6	0	100	0	-1	-1	4	220	0	0	0	0	3	3	3	3	3	3	3
478	"Increase Heal Skill"		4	40	28	0	6	0	100	0	-1	-1	4	221	0	0	0	0	3	3	3	3	3	3	3
479	"Increase Heal Skill"		5	50	30	0	6	0	100	0	-1	-1	4	222	0	0	0	0	3	3	3	3	3	3	3
480	"Increase Defence Skill"	1	76	33	0	6	0	100	0	-1	-1	4	27	0	0	0	0	3	3	3	3	3	3	3
481	"Increase Defence Skill"	2	72	36	0	6	0	100	0	-1	-1	4	224	0	0	0	0	3	3	3	3	3	3	3
482	"Increase Defence Skill"	3	68	39	0	6	0	100	0	-1	-1	4	225	0	0	0	0	3	3	3	3	3	3	3
483	"Increase Defence Skill"	4	64	42	0	6	0	100	0	-1	-1	4	226	0	0	0	0	3	3	3	3	3	3	3
484	"Increase Defence Skill"	5	60	45	0	6	0	100	0	-1	-1	4	227	0	0	0	0	3	3	3	3	3	3	3
485	"Increase Damage Skill"		1	67	44	0	6	0	100	0	-1	-1	4	28	0	0	0	0	3	3	3	3	3	3	3
486	"Increase Damage Skill"		2	62	48	0	6	0	100	0	-1	-1	4	229	0	0	0	0	3	3	3	3	3	3	3
487	"Increase Damage Skill"		3	59	52	0	6	0	100	0	-1	-1	4	230	0	0	0	0	3	3	3	3	3	3	3
488	"Increase Damage Skill"		4	56	56	0	6	0	100	0	-1	-1	4	231	0	0	0	0	3	3	3	3	3	3	3
489	"Increase Damage Skill"		5	53	60	0	6	0	100	0	-1	-1	4	232	0	0	0	0	3	3	3	3	3	3	3
490	"Increase Triple Shot Skill"	1	2	5	0	6	0	0	0	-1	-1	4	24	0	0	0	0	3	3	3	3	3	3	3
491	"Increase Triple Shot Skill"	2	4	5	0	6	0	0	0	-1	-1	4	234	0	0	0	0	3	3	3	3	3	3	3
492	"Increase Triple Shot Skill"	3	6	5	0	6	0	0	0	-1	-1	4	235	0	0	0	0	3	3	3	3	3	3	3
493	"Increase Triple Shot Skill"	4	8	5	0	6	0	0	0	-1	-1	4	236	0	0	0	0	3	3	3	3	3	3	3
494	"Increase Triple Shot Skill"	5	10	5	0	6	0	0	0	-1	-1	4	237	0	0	0	0	3	3	3	3	3	3	3
495	"Increase Twisting Slash Skill"	1	2	10	11	2	0	0	0	5	-1	4	41	0	0	0	0	3	3	3	3	3	3	3
496	"Increase Twisting Slash Skill"	2	4	10	12	2	0	0	0	5	-1	4	239	0	0	0	0	3	3	3	3	3	3	3
497	"Increase Twisting Slash Skill"	3	6	10	13	2	0	0	0	5	-1	4	240	0	0	0	0	3	3	3	3	3	3	3
498	"Increase Twisting Slash Skill"	4	8	10	14	2	0	0	0	5	-1	4	241	0	0	0	0	3	3	3	3	3	3	3
499	"Increase Twisting Slash Skill"	5	10	10	15	3	0	0	0	5	-1	4	242	0	0	0	0	3	3	3	3	3	3	3
500	"Increase Fire Slash Skill"	1	85	15	22	2	0	0	0	1	-1	4	55	0	0	0	0	3	3	3	3	3	3	3
501	"Increase Fire Slash Skill"	2	90	15	24	2	0	0	0	1	-1	4	244	0	0	0	0	3	3	3	3	3	3	3
502	"Increase Fire Slash Skill"	3	95	15	26	2	0	0	0	1	-1	4	245	0	0	0	0	3	3	3	3	3	3	3
503	"Increase Fire Slash Skill"	4	100	15	28	2	0	0	0	1	-1	4	246	0	0	0	0	3	3	3	3	3	3	3
504	"Increase Fire Slash Skill"	5	105	15	30	3	0	0	0	1	-1	4	247	0	0	0	0	3	3	3	3	3	3	3
505	"Increase Power Slash Skill"	1	5	15	0	5	0	100	0	-1	-1	4	56	0	0	0	0	3	3	3	3	3	3	3
506	"Increase Power Slash Skill"	2	10	15	0	5	0	100	0	-1	-1	4	249	0	0	0	0	3	3	3	3	3	3	3
507	"Increase Power Slash Skill"	3	15	15	0	5	0	100	0	-1	-1	4	250	0	0	0	0	3	3	3	3	3	3	3
508	"Increase Power Slash Skill"	4	20	15	0	5	0	100	0	-1	-1	4	251	0	0	0	0	3	3	3	3	3	3	3
509	"Increase Power Slash Skill"	5	25	15	0	6	0	100	0	-1	-1	4	252	0	0	0	0	3	3	3	3	3	3	3
510	"Increase Cometfall Skill"	1	80	165	0	3	0	150	0	2	-1	4	13	0	0	0	0	3	3	3	3	3	3	3
511	"Increase Cometfall Skill"	2	90	180	0	3	0	150	0	2	-1	4	254	0	0	0	0	3	3	3	3	3	3	3
512	"Increase Cometfall Skill"	3	100	195	0	3	0	150	0	2	-1	4	255	0	0	0	0	3	3	3	3	3	3	3
513	"Increase Cometfall Skill"	4	110	210	0	3	0	150	0	2	-1	4	0	0	0	0	0	3	3	3	3	3	3	3
514	"Increase Cometfall Skill"	5	120	225	0	4	0	150	0	2	-1	4	1	0	0	0	0	3	3	3	3	3	3	3
515	"Increase Earth Shake Skill"	1	155	0	55	10	10000	0	0	2	-1	4	62	0	0	0	0	3	3	3	3	3	3	3
516	"Increase Earth Shake Skill"	2	160	0	60	10	10000	0	0	2	-1	4	3	0	0	0	0	3	3	3	3	3	3	3
517	"Increase Earth Shake Skill"	3	165	0	65	10	10000	0	0	2	-1	4	4	0	0	0	0	3	3	3	3	3	3	3
518	"Increase Earth Shake Skill"	4	170	0	70	10	10000	0	0	2	-1	4	5	0	0	0	0	3	3	3	3	3	3	3
519	"Increase Earth Shake Skill"	5	175	0	75	10	10000	0	0	2	-1	4	6	0	0	0	0	3	3	3	3	3	3	3
520	"Increase Fire Burst Skill"	1	105	25	0	6	0	20	0	-1	-1	4	61	0	0	0	0	3	3	3	3	3	3	3
521	"Increase Fire Burst Skill"	2	110	25	0	6	0	20	0	-1	-1	4	8	0	0	0	0	3	3	3	3	3	3	3
522	"Increase Fire Burst Skill"	3	115	25	0	6	0	20	0	-1	-1	4	9	0	0	0	0	3	3	3	3	3	3	3
523	"Increase Fire Burst Skill"	4	120	25	0	6	0	20	0	-1	-1	4	10	0	0	0	0	3	3	3	3	3	3	3
524	"Increase Fire Burst Skill"	5	125	25	0	6	0	20	0	-1	-1	4	11	0	0	0	0	3	3	3	3	3	3	3
525	"Increase Fire Scream Skill"	1	135	45	11	6	0	32	70	-1	-1	4	78	0	0	0	0	3	3	3	3	3	3	3
526	"Increase Fire Scream Skill"	2	140	45	12	6	0	32	70	-1	-1	4	13	0	0	0	0	3	3	3	3	3	3	3
527	"Increase Fire Scream Skill"	3	145	45	13	6	0	32	70	-1	-1	4	14	0	0	0	0	3	3	3	3	3	3	3
528	"Increase Fire Scream Skill"	4	150	45	14	6	0	32	70	-1	-1	4	15	0	0	0	0	3	3	3	3	3	3	3
529	"Increase Fire Scream Skill"	5	155	45	15	6	0	32	70	-1	-1	4	16	0	0	0	0	3	3	3	3	3	3	3
530	"Increase Evil Spirits Skill"	1	50	99	0	6	0	100	0	-1	-1	4	9	0	0	0	0	3	3	3	3	3	3	3
531	"Increase Evil Spirits Skill"	2	55	108	0	6	0	100	0	-1	-1	4	18	0	0	0	0	3	3	3	3	3	3	3
532	"Increase Evil Spirits Skill"	3	60	117	0	6	0	100	0	-1	-1	4	19	0	0	0	0	3	3	3	3	3	3	3
533	"Increase Evil Spirits Skill"	4	65	126	0	6	0	100	0	-1	-1	4	20	0	0	0	0	3	3	3	3	3	3	3
534	"Increase Evil Spirits Skill"	5	70	135	0	6	0	100	0	-1	-1	4	21	0	0	0	0	3	3	3	3	3	3	3
535	"Increase Sleep Skill"		1	40	10	20	3	6	0	1	0	-1	-1	0	0	0	0	0	3	3	3	3	3	3	3
536	"Increase Sleep Skill"		2	45	10	20	3	6	0	1	0	-1	-1	0	0	0	0	0	3	3	3	3	3	3	3
537	"Increase Sleep Skill"		3	50	10	20	3	6	0	1	0	-1	-1	0	0	0	0	0	3	3	3	3	3	3	3
538	"Increase Sleep Skill"		4	55	10	20	3	6	0	1	0	-1	-1	0	0	0	0	0	3	3	3	3	3	3	3
539	"Increase Sleep Skill"		5	60	10	20	3	6	0	1	0	-1	-1	0	0	0	0	0	3	3	3	3	3	3	3
540	"Increase Chain Lighting Skill"	1	75	95	0	6	0	75	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
541	"Increase Chain Lighting Skill"	2	80	105	0	6	0	75	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
542	"Increase Chain Lighting Skill"	3	85	115	0	6	0	75	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
543	"Increase Chain Lighting Skill"	4	90	125	0	6	0	75	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
544	"Increase Chain Lighting Skill"	5	95	135	0	6	0	75	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
545	"Increase Lighting Shock Skill"	1	100	130	0	6	0	160	0	3	1	0	0	0	0	0	0	3	3	3	3	3	3	3
546	"Increase Lighting Shock Skill"	2	105	140	0	6	0	160	0	3	1	0	0	0	0	0	0	3	3	3	3	3	3	3
547	"Increase Lighting Shock Skill"	3	110	150	0	6	0	160	0	3	1	0	0	0	0	0	0	3	3	3	3	3	3	3
548	"Increase Lighting Shock Skill"	4	115	160	0	6	0	160	0	3	1	0	0	0	0	0	0	3	3	3	3	3	3	3
549	"Increase Lighting Shock Skill"	5	120	170	0	6	0	160	0	3	1	0	0	0	0	0	0	3	3	3	3	3	3	3
550	"Increase Drain Life Skill"	1	40	60	0	6	0	93	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
551	"Increase Drain Life Skill"	2	45	70	0	6	0	93	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
552	"Increase Drain Life Skill"	3	50	80	0	6	0	93	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
553	"Increase Drain Life Skill"	4	55	90	0	6	0	93	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
554	"Increase Drain Life Skill"	5	60	100	0	6	0	93	0	-1	-1	0	0	0	0	0	0	3	3	3	3	3	3	3
end
